"pmid","article_title","journal_issue_id"
"3795","Morphogenesis and physiogenesis of the retino-tectal connection in the chicken. II. The retino-tectal synapses.",1565
"3796","Perihepatic haematoma in polyarteritis nodosa.",1566
"3797","Effects of dietary vitamin D and calcium on lysyl oxidase activity in chick bone metaphyses.",1567
"3798","Factors influencing nonspecific binding of glucocorticoids in myocardial tissue.",1567
"3799","Arylamidase and cathepsin-A activity of normal and dystrophic human muscle.",1567
"3800","[Effect of pH on the speed of alteration of virginiamycin factor s in aqueous medium].",1568
"3801","[Colloid association of antihistaminics. Part 1. Relation between chemical structure and critical micelle formation concentration].",1569
"3802","[Colloid association of antihistaminics. Part 2. Effect of electrolyte content, pH value and hydrotrophic substances on association characteristics].",1569
"3803","[A new method for determination of dissociation constants of weak acids and bases].",1570
"3804","[Interactions between macromolecular adjuvants and drugs. 2. The stability of propipocaine and stabilization by PVA].",1570
"3805","[The complex formation of etilefrin with high molecular weight aqueons solutions of adjuvants].",1570
"3806","[The sorption of L-lysine on ion exchange resins].",1570
"3807","[Drug permeation through synthetic lipoid membranes. 7. A resorption model with a lecithin membrane for testing the biological availability of drugs].",1571
"3808","Synthesis of some new phenothiazine derivatives of expected medicinal value.",1572
"3809","[Chronic toxicity of 4-[3'-diethylamino-2'hydroxypropyl]-ajmaline hydrogen tartrate (Tachmalcor) in the rat].",1572
"3810","Morphological changes in the thymus of young and adult red-billed queleas Quelea quelea (aves).",1573
"3811","Histological changes associated with enlargement and regression of the thymus glands of the red-billed quelea Quelea quelea L. (Ploceidae: weaver-birds).",1573
"3812","EMMA-4 analysis of iron in cells of the thymic cortex of a weaver-bird (Quelea quelea).",1573
"3813","The postcranial skeletons of the Triassic mammals Eozostrodon, Megazostrodon and Erythrotherium.",1574
"3814","Recent and prospective trends in fertility in developed countries.",1575
"3815","Classical conditioning in the sea anemone, Cribrina xanthogrammica.",1576
"3816","Performance enhancement effects of d-amphetamine, methylphenidate, pipradrol and phenindamine in rats.",1577
"3817","The effects of long-term stimulant medication on growth and body composition of hyperactive children.",1578
"3818","Measurement of anxiety in outpatient trials: detection of bias in patient and doctor ratings.",1578
"3819","Drug treatment of insomnia in old age.",1578
"3820","Treatment of phenothiazine-induced dyskinesia.",1578
"3821","[Automatic method for determination of serum antistreptolysin].",1579
"3823","On the influence of prostaglandin F2alpha-induced labor at term on the metabolism and coagulation of mother and fetus.",1580
"3822","[Effect of intraventricular administration of 6-hydroxydopamine on the radiation stress induced increase in plasma corticosterone].",1581
"3824","Pulmonary microembolism: attenuated pulmonary vasoconstriction with prostaglandin inhibitors and antihistamines.",1580
"3827","[Various considerations on cryptorchism and its therapy. Comments on 100 cases].",1582
"3825","[Renal urine acidity in normal school children].",1583
"3828","Carotid body control of coronary flow, myocardial oxidative metabolism, and cardiac catecholamines in the dog.",1584
"3826","[Water-electrolyte and acid-base equilibrium in pediatrics].",1583
"3829","Psychotropic drugs and dopamine uptake inhibition.",1585
"3830","Critique of single amine theories: evidence of a cholinergic influence in the major mental illnesses.",1585
"3831","Noradrenergic subsensitivity of rat liver homogenates during chronic ethanol ingestion.",1586
"3832","Interactions between drugs and saliva-stimulating parafilm and their implications in measurements of saliva drug levels.",1586
"3834","[Prevalence of autoantibodies in chronic coronary insufficiency].",1587
"3833","[Classification of clinically manifest diabetes mellitus as related to etiological factors].",1587
"3835","[Atraumatic methods used in the early diagnosis of coronary diseases].",1587
"3837","[Monophasic action potential of the right ventricle in patients with auricular fibrillation and digitalis overdosage].",1587
"3836","[Value of the combination of several methods of functional examination in evaluation of the condition of the heart after myocardial infarct].",1587
"3838","[Carbonic anhydrase inhibitors in the treatment of gastroduodenal ulcer].",1587
"3839","[Therapeutic test with acetazolamide in the differentiation of benign and malignant niches].",1587
"3840","[Treatment of gastric and duodenal ulcer with acetazolamide (Ederen)].",1587
"3841","[Prognosis of the acute episode in renal insufficiency].",1587
"3844","[Use of injectable lorazepam in preparation for electric cardioversion].",1588
"3842","[Complement in rheumatoid articular inflammation].",1587
"3845","[Use of injectable lorazepam in preparation for cardiac catheterization].",1588
"3843","[Survey of the risk of tuberculosis in diabetics].",1587
"3847","Acid hydrolases in the odontoblast-predentin region of dentinogenically active teeth.",1589
"3848","N-acetyl-beta-D-hexosaminidase system in synovial fluid.",1590
"3846","[Non-functional familial adenomas and their relation to polyendocrine adenomatosis].",1591
"3849","[Gastroenterology yesterday and today].",1592
"3850","New histamine antagonists.",1593
"3851","Sperm diaphorase: genetic polymorphism of a sperm-specific enzyme in man.",1594
"3852","Acid precipitation and embryonic mortality of spotted salamanders, Ambystoma maculatum.",1595
"3853","Antibodies to histones and histone-histone complexes: immunochemical evidence for secondary structure in histone 1.",1596
"3854","Dopamine receptor binding predicts clinical and pharmacological potencies of antischizophrenic drugs.",1596
"3855","Vector control of filariasis in the Solomon Islands.",1597
"3856","On Philippine mosquitoes, XX. Species feeding on mudfish (Ophicephalus striatus Bloch).",1597
"3857","Standardisation of the preparation of platelet concentrates.",1598
"3858","Suppression of postpartum lactation with furosemide.",1599
"3859","[Panel discussion on supervisory nurses' functions in a national group of supervisory nurses' general meeting].",1600
"3861","[79 motions for delegates' meeting recorded in the history of the Swedish Nurses' Association].",1601
"3862","[Beta blockaders in psychiatry].",1602
"3860","[Influence of chlorazepate dipotassium on psychomotor reactions].",1603
"3863","[Have beta blockaders more than a symptomatic effect in cardiovascular diseases?].",1602
"3864","[Neuroleptics].",1604
"3865","[Drugs and the fetus. Antihistaminics].",1605
"3866","Sea wasp toxoid: an immunizing agent against the venom of the box jelly fish, Chironex fleckeri.",1606
"3867","Preliminary studies on the neurotoxin in the venom of Crotalus scutulatus (Mojave rattlesnake).",1606
"3868","[Changes of protein metabolism following irradiation. II. Protease activity, protease pattern, protein and free amino acids in the cytoplasm and cell organelles of the rat liver following 600 R whole-body irradiation].",1607
"3869","Dynamics of the changes in the tissular levels of cyclic AMP after cobalt-60 gamma-irradiation.",1608
"3871","Changes in the composition of milk and rumen contents in cows exposed to a high ambient temperature with controlled feeding.",1609
"3870","Brain microvascular hemodynamic responses to induced seizures.",1610
"3874","[9th International Congress of Chemotherapy. London 13-18 of July 1975].",1611
"3872","[Characteristics of heterogeneity of serum albumin in heterosis-hybrid chickens].",1612
"3875","Letter: Diagnostic test for equine cryptorchidism.",1613
"3873","[Peculiarities of acid-base reserves in aging].",1612
"3876","Metomidate as sole anaesthetic agent in tawny owls.",1614
"3877","Pathways of degradation of brome mosaic virus particles as influenced by their RNA content.",1615
"3878","Stabilizing effect of divalent metal ions on virions of southern bean mosaic virus.",1615
"3879","Studies on the structure of reovirus cores: selective removal of polypeptide lambda 2.",1616
"3880","Biological properties of an improved transformation assay for native and denatured T4 DNA.",1616
"3881","[Edema and swelling of the brain as a pharmacological problem (literature survey)].",1617
"3882","[Expediency of including ganglionic blockaders and neuroleptics in the complex treatment of vibration disease].",1617
"3883","[Anaphylactic shock as a response to subcutaneous administration of pantocrine].",1618
"3885","Around the country in sixty minutes.",1619
"3886","Strategies for productivity with physician extenders.",1620
"3884","[Dynamics of production and various properties of interferon-like inhibitors formed under the influence of AET and cystaphos in vivo and in cell cultures].",1621
"3887","Physician's assistants in California.",1620
"3888","[Solemn academy held in the memory of Witold Stefański].",1622
"3890","[Lipolysis in human adipose tissue (author's transl)].",1623
"3891","[Study of the influence of the beta-sympatholytic drug KO 1366 (Bunitrolol on lung function (author's transl)].",1623
"3889","[Extracardiac factors in the development of arrhythmias (author's transl)].",1624
"3892","[Cerebral manifestations in the hepatic coma syndrome (author's transl)].",1625
"3893","[Urinary enzymes in the early detection of rejection reactions after renal transplantation (author's transl)].",1626
"3894","[Drug and surgical therapy of angina pectoris].",1627
"3895","[Inducible accumulation of alpha-ketoglutaric acid in cultures of Streptomyces hygroscopicus JA 6599 producing a macrolide antibiotic].",1628
"3896","[Effect of defined substrate limitations on the enzyme and metabolite patterns of the methylotrophic bacterium Pseudomonas W6].",1628
"3897","[The ""4. Meissen Dialogue"", the physician's and his co-workers' obligation to information and to discretion--legal basis].",1629
"3898","[Immunosuppressive treatment in autoimmune vasculities].",1630
"3899","[Possibilities and limits of the intrauterine reanimation (author's transl)].",1631
"3900","Graft-versus-host reaction: a pathogenetic principle for the development of drug allergy, autoimmunity, and malignant lymphoma in non-chimeric individuals. Hypothesis.",1632
"3901","[Studies on the hatching of miracidia of Dicrocoelium dendriticum (author's transl)].",1633
"3902","[Surface anesthetics in dentistry].",1634
